system:index,AREA_KM2,CD_MUN,NM_MUN,SIGLA_UF,mapbiomas_alerts_2021,mapbiomas_alerts_2022,.geo
00000000000000000755,1557.685,2916500,Itapicuru,BA,1016.1562114387476,4096.179004414835,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000756,420.663,2916609,Itapitanga,BA,25.54449655429017,12.174160992479504,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000757,344.093,2916708,Itaquara,BA,164.19989802317852,21.14323149442786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000758,1674.029,2916807,Itarantim,BA,12.138052602227917,149.81846150306856,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000759,547.51,2916856,Itatim,BA,33.32858331674615,11.91848106627221,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075a,322.243,2916906,Itiruçu,BA,5.358626252178118,33.96994121933878,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075b,1650.593,2917003,Itiúba,BA,0.0,121.7925080237302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075c,313.839,2917102,Itororó,BA,38.710594522393954,69.6024774407599,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075d,1199.374,2917201,Ituaçu,BA,88.05718628061342,239.06603172356165,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075e,415.428,2917300,Ituberá,BA,12.25362119207644,7.5270679089355434,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075f,1525.142,2917334,Iuiu,BA,372.4518612452369,3.5242260870241657,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000760,9955.113,2917359,Jaborandi,BA,13420.64912618826,20930.451875411247,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000761,1332.42,2917409,Jacaraci,BA,81.85647885837929,91.77191998288615,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000762,2192.905,2917508,Jacobina,BA,86.32148194522622,189.75885190738444,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000763,924.512,2917607,Jaguaquara,BA,24.050884422439882,118.34079028083363,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000764,2466.009,2917706,Jaguarari,BA,23.49642017226279,6.232302959630632,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000765,863.424,2917805,Jaguaripe,BA,88.22329716648488,12.349828609810626,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000766,640.772,2917904,Jandaíra,BA,39.10324099020566,167.40800360634032,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000767,2969.039,2918001,Jequié,BA,88.04417382606653,137.3644464907178,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000768,4267.488,2918100,Jeremoabo,BA,3523.2231758426647,2632.2943121631474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000769,238.66,2918209,Jiquiriçá,BA,8.433618993135338,0.556520409821155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000076a,262.05,2918308,Jitaúna,BA,33.04318933495618,9.768049642836628,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000076b,913.258,2918357,João Dourado,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000076c,6721.237,2918407,Juazeiro,BA,1347.6346745885942,523.8160288919609,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000076d,1457.656,2918456,Jucuruçu,BA,58.70332285546397,107.92094213017481,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000076e,1355.173,2918506,Jussara,BA,11.78701148509305,7.5989307373525525,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000076f,329.19,2918555,Jussari,BA,0.0,3.90034865552715,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000770,589.763,2918605,Jussiape,BA,4.641134916537414,150.5453737387979,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000771,498.11,2918704,Lafaiete Coutinho,BA,15.283285296223967,3.106149047851562,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000772,912.222,2918753,Lagoa Real,BA,60.8661449179257,76.93717080157109,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000773,449.834,2918803,Laje,BA,2.487423549182368,4.056071519081266,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000774,624.353,2918902,Lajedão,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000775,846.728,2919009,Lajedinho,BA,82.90395754753582,8.077952387479893,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000776,382.937,2919058,Lajedo do Tabocal,BA,7.81300823443245,71.74057104386868,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000777,189.257,2919108,Lamarão,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000778,642.882,2919157,Lapão,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000779,57.942,2919207,Lauro de Freitas,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077a,1283.328,2919306,Lençóis,BA,51.5618610050216,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077b,856.626,2919405,Licínio de Almeida,BA,186.17782902154678,252.08595010380796,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077c,1952.51,2919504,Livramento de Nossa Senhora,BA,686.7547308696222,563.9707900694382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077d,701.171,2919603,Macajuba,BA,68.69023444994171,3.9275706183220325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077e,1210.106,2919702,Macarani,BA,24.481308643415865,63.24116585281674,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077f,2459.102,2919801,Macaúbas,BA,186.52531624786988,362.6040448437506,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000780,2545.856,2919900,Macururé,BA,11.70266338548847,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000781,32.201,2919926,Madre de Deus,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000782,614.834,2919959,Maetinga,BA,9.961969605760752,39.49875235133749,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000783,588.297,2920007,Maiquinique,BA,15.525817669151138,64.36757987728355,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000784,906.68,2920106,Mairi,BA,25.34970510507625,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000785,1979.193,2920205,Malhada,BA,588.320435509773,260.6032350600536,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000786,550.55,2920304,Malhada de Pedras,BA,118.87192506019743,35.16480177317901,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000787,2201.764,2920403,Manoel Vitorino,BA,156.24957976584045,179.3728664066809,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000788,3129.588,2920452,Mansidão,BA,368.1041060559796,298.60959536537297,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000789,2413.27,2920502,Maracás,BA,132.74653652039774,687.5676797168423,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000078a,437.61,2920601,Maragogipe,BA,0.5615979835899203,1.796800562839882,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000078b,848.885,2920700,Maraú,BA,12.110176208041326,29.682998017673853,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000078c,1099.283,2920809,Marcionílio Souza,BA,12.262242358254829,359.7748701434208,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000078d,742.689,2920908,Mascote,BA,120.49779777441883,5.436473475772633,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000078e,605.168,2921005,Mata de São João,BA,33.650055754586035,11.22550479231292,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000078f,773.278,2921054,Matina,BA,84.0678653061571,613.47053834566,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000790,1311.739,2921104,Medeiros Neto,BA,9.732791728731039,3.109971376043582,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000791,1599.672,2921203,Miguel Calmon,BA,102.97348594398646,320.28700438924193,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000792,420.358,2921302,Milagres,BA,130.19470438737338,210.3296681100415,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000793,1751.778,2921401,Mirangaba,BA,88.60884220458993,163.7943784736183,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000794,1172.86,2921450,Mirante,BA,0.0,103.8314889068484,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000795,3034.197,2921500,Monte Santo,BA,319.2133422464041,359.0018766316008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000796,2093.872,2921609,Morpará,BA,181.20272075518366,411.21737889043646,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000797,5744.969,2921708,Morro do Chapéu,BA,363.0322786730965,262.25320529933606,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000798,528.214,2921807,Mortugaba,BA,129.2849552273618,24.85086930113555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000799,2462.153,2921906,Mucugê,BA,45.7196836746515,1084.6533987842524,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000079a,1787.626,2922003,Mucuri,BA,28.523279600447104,23.74958633339076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000079b,646.621,2922052,Mulungu do Morro,BA,11.112216090351183,13.161375727156097,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000079c,1491.99,2922102,Mundo Novo,BA,98.7941408425963,69.84167503738706,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000079d,104.54,2922201,Muniz Ferreira,BA,0.0,0.923439230693742,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000079e,3852.111,2922250,Muquém do São Francisco,BA,1440.8258827637414,462.3836989084519,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000079f,86.311,2922300,Muritiba,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a0,275.854,2922409,Mutuípe,BA,15.915346555822063,0.326300710808249,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a1,278.629,2922508,Nazaré,BA,7.8370054549393044,1.124643130912033,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a2,388.936,2922607,Nilo Peçanha,BA,28.987092177088094,10.600186040039068,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a3,465.407,2922656,Nordestina,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a4,804.617,2922706,Nova Canaã,BA,0.0,47.49933200101966,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a5,346.784,2922730,Nova Fátima,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a6,203.198,2922755,Nova Ibiá,BA,10.453522786434398,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a7,475.381,2922805,Nova Itarana,BA,5.437165565783933,14.989759146943948,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a8,565.356,2922854,Nova Redenção,BA,4.477312356818704,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a9,966.993,2922904,Nova Soure,BA,163.7613180001523,909.1446279684859,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007aa,1316.379,2923001,Nova Viçosa,BA,6.431334242110905,9.437097924158438,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ab,627.5,2923035,Novo Horizonte,BA,60.198628857757,41.856940141505795,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ac,278.487,2923050,Novo Triunfo,BA,122.35896079855522,134.07342461631637,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ad,637.317,2923100,Olindina,BA,117.59923353058463,129.44652973225894,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ae,3313.418,2923209,Oliveira dos Brejinhos,BA,59.38117538265453,173.64676644825653,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007af,156.982,2923308,Ouriçangas,BA,0.0,14.630863128207336,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b0,1544.988,2923357,Ourolândia,BA,14.133272232546354,21.07164561942307,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b1,2560.027,2923407,Palmas de Monte Alto,BA,535.8272176548362,652.2075031688472,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b2,737.454,2923506,Palmeiras,BA,2.6631542191329665,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b3,1087.06,2923605,Paramirim,BA,105.08964628599887,54.32689068115232,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b4,2624.998,2923704,Paratinga,BA,168.68719518423097,331.08937625624696,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b5,442.186,2923803,Paripiranga,BA,8.273918893468515,46.971005351347124,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b6,626.306,2923902,Pau Brasil,BA,33.503864214657014,42.571139533547765,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b7,1544.388,2924009,Paulo Afonso,BA,76.92460359537746,120.05462797731849,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b8,596.771,2924058,Pé de Serra,BA,0.0,6.656576995442706,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b9,158.488,2924108,Pedrão,BA,6.1312064444029595,22.40332012259688,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ba,889.572,2924207,Pedro Alexandre,BA,585.343341337867,213.0742471306534,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bb,1825.857,2924306,Piatã,BA,80.66472177643425,918.3794868738082,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bc,11597.923,2924405,Pilão Arcado,BA,43.04930387800628,240.76119320384336,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bd,628.468,2924504,Pindaí,BA,29.446389320714623,44.62129778267652,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007be,495.845,2924603,Pindobaçu,BA,11.185248738750381,212.91786340738977,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bf,647.144,2924652,Pintadas,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c0,193.427,2924678,Piraí do Norte,BA,5.218668132491765,13.399510276716642,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c1,511.756,2924702,Piripá,BA,2.4382520526003373,10.955886402659688,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c2,980.328,2924801,Piritiba,BA,51.44484959498977,35.54272466935692,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c3,955.454,2924900,Planaltino,BA,17.228436697806565,50.516729786544495,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c4,769.0,2925006,Planalto,BA,141.43030139602996,31.42103030170516,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c5,937.855,2925105,Poções,BA,24.399188150299665,70.20276638236223,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c6,314.932,2925204,Pojuca,BA,20.495514738314764,21.544983737553608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c7,530.144,2925253,Ponto Novo,BA,36.014350465135735,108.71101107029399,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c8,2285.734,2925303,Porto Seguro,BA,12.404684540058199,19.550387460961442,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c9,1111.567,2925402,Potiraguá,BA,3.57572514109892,24.378413625919116,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ca,1692.1,2925501,Prado,BA,55.736998652726726,55.46021767659504,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cb,232.064,2925600,Presidente Dutra,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cc,1208.549,2925709,Presidente Jânio Quadros,BA,120.94586156427124,256.67192759614875,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cd,441.82,2925758,Presidente Tancredo Neves,BA,58.7953456309839,26.414748318684925,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ce,2011.06,2925808,Queimadas,BA,20.332539457816335,362.4008737872444,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cf,1380.798,2925907,Quijingue,BA,58.10491473955952,306.6912270753897,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d0,366.387,2925931,Quixabeira,BA,0.0,52.32228880062299,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d1,1090.552,2925956,Rafael Jambeiro,BA,144.6024280232987,129.77147529411764,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d2,4573.505,2926004,Remanso,BA,78.45811014976354,137.52627430082435,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d3,242.329,2926103,Retirolândia,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d4,5977.931,2926202,Riachão das Neves,BA,4897.82569439981,9133.112912476234,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d5,1155.418,2926301,Riachão do Jacuípe,BA,0.0,3.7028961453785625,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d6,3183.911,2926400,Riacho de Santana,BA,934.4289093985275,1220.6339603273168,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d7,644.229,2926509,Ribeira do Amparo,BA,268.11949232895887,939.259107770431,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d8,1252.144,2926608,Ribeira do Pombal,BA,353.7814942057041,689.2685297776883,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9,1363.7,2926657,Ribeirão do Largo,BA,147.12685808469297,53.08382804630055,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da,1115.252,2926707,Rio de Contas,BA,67.97515903547705,233.89516132585112,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db,777.903,2926806,Rio do Antônio,BA,73.02923287446859,108.40190264334895,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc,656.223,2926905,Rio do Pires,BA,187.6397997826436,40.153211073907556,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd,739.775,2927002,Rio Real,BA,50.956985341988336,110.51290260787638,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007de,2207.159,2927101,Rodelas,BA,5.9367100547162215,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007df,1991.772,2927200,Ruy Barbosa,BA,67.10156671628467,68.13287926161823,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e0,150.569,2927309,Salinas da Margarida,BA,3.3841768502987137,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e1,693.442,2927408,Salvador,BA,6.184407758023129,4.4955106783279755,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e2,347.021,2927507,Santa Bárbara,BA,14.71230540759516,5.16282338931813,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e3,934.461,2927606,Santa Brígida,BA,243.44932593850504,344.1510645678243,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e4,1462.942,2927705,Santa Cruz Cabrália,BA,36.406491734164376,18.454570066444553,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e5,284.083,2927804,Santa Cruz da Vitória,BA,33.31840185972926,2.2553086932492716,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e6,379.27,2927903,Santa Inês,BA,15.172782244202846,37.163771974523215,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e7,1623.445,2928000,Santaluz,BA,78.84773534127056,28.70994770299575,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e8,824.473,2928059,Santa Luzia,BA,117.06465183430996,86.97030391180304,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e9,1984.91,2928109,Santa Maria da Vitória,BA,503.9690499372649,1427.3963397716714,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ea,1909.353,2928208,Santana,BA,2069.9607107937413,1347.3114859038228,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007eb,222.686,2928307,Santanópolis,BA,7.942710189998854,7.1987814989516306,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ec,6030.491,2928406,Santa Rita de Cássia,BA,7139.384423441481,7819.123898649208,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ed,719.257,2928505,Santa Terezinha,BA,107.29411578110644,29.68293484013577,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ee,494.502,2928604,Santo Amaro,BA,2.5691955501541437,0.8512030754059436,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ef,261.74,2928703,Santo Antônio de Jesus,BA,0.0,1.888132302940219,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f0,360.334,2928802,Santo Estêvão,BA,30.015012219334032,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f1,15156.712,2928901,São Desidério,BA,17159.67085913843,36569.83866968957,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f2,289.963,2928950,São Domingos,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f3,103.226,2929008,São Félix,BA,0.0,21.917669156685626,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f4,1751.671,2929057,São Félix do Coribe,BA,613.4681756724638,1701.2407941115132,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f5,222.407,2929107,São Felipe,BA,6.423173881620516,11.345642472617948,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f6,269.715,2929206,São Francisco do Conde,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f7,1146.054,2929255,São Gabriel,BA,14.08161035170611,9.65525981478822,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f8,294.768,2929305,São Gonçalo dos Campos,BA,35.6978180298091,86.58853582404637,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f9,127.925,2929354,São José da Vitória,BA,104.5163334394153,0.9527376147700292,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fa,362.365,2929370,São José do Jacuípe,BA,0.0,3.760890117043888,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fb,230.906,2929404,São Miguel das Matas,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fc,536.678,2929503,São Sebastião do Passé,BA,59.211362289081706,16.28714922930549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fd,131.218,2929602,Sapeaçu,BA,0.0,0.23577148248410693,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fe,949.223,2929701,Sátiro Dias,BA,471.17301998625743,1207.974029728389,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ff,166.428,2929750,Saubara,BA,0.0,0.3870109529622396,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000800,509.098,2929800,Saúde,BA,7.185456357948454,34.93200281350524,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000801,2402.17,2929909,Seabra,BA,65.66001974841544,47.938544525074704,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000802,1984.511,2930006,Sebastião Laranjeiras,BA,471.6393577328658,388.55577562215194,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000803,789.361,2930105,Senhor do Bonfim,BA,6.864131497563383,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000804,2340.684,2930154,Serra do Ramalho,BA,1064.935999029332,739.6659564732502,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000805,11980.172,2930204,Sento Sé,BA,295.6152361865481,174.54639486787676,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000806,1592.245,2930303,Serra Dourada,BA,603.3330787141205,328.8728091854788,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000807,595.297,2930402,Serra Preta,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000808,583.314,2930501,Serrinha,BA,107.87056082471634,31.257828990837545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000809,322.022,2930600,Serrolândia,BA,0.0,47.982525937859265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080a,201.528,2930709,Simões Filho,BA,0.0,19.484633222919552,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080b,1627.806,2930758,Sítio do Mato,BA,523.6644847244785,274.24728904368544,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080c,684.089,2930766,Sítio do Quinto,BA,282.2861845630121,153.17388430924973,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080d,1355.972,2930774,Sobradinho,BA,65.78468794301918,101.21196451504723,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080e,1026.634,2930808,Souto Soares,BA,6.84890975923426,6.818166074458106,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080f,1437.189,2930907,Tabocas do Brejo Velho,BA,1035.1188675064745,482.7885230172906,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000810,1277.514,2931004,Tanhaçu,BA,88.19585781893859,190.6487831424971,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000811,729.516,2931053,Tanque Novo,BA,63.694673995863916,109.12791559029387,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000812,243.839,2931103,Tanquinho,BA,0.0,0.7021974847531786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000813,454.081,2931202,Taperoá,BA,52.64469766220991,17.836620216926132,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000814,714.691,2931301,Tapiramutá,BA,175.72089414139094,33.85763610645969,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000815,1165.622,2931350,Teixeira de Freitas,BA,8.315101509507125,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000816,244.613,2931400,Teodoro Sampaio,BA,6.560658889184091,25.442784453603714,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000817,351.892,2931509,Teofilândia,BA,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000818,289.782,2931608,Teolândia,BA,18.94673283992991,1.9650458911132813,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000819,193.241,2931707,Terra Nova,BA,9.59789137951421,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081a,2010.316,2931806,Tremedal,BA,42.74023868424959,64.03338973594512,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081b,2198.237,2931905,Tucano,BA,297.295878509161,1042.3802629634101,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081c,3060.116,2932002,Uauá,BA,174.73792269071635,382.69445621192017,"{""type"":""MultiPoint"",""coordinates"":[]}"
